image,canopy_cover_pct,plant_count
05-15_00160_P0030695.png,0.1,7
05-15_00160_P0030859.png,3.1,9
05-15_00160_P0030943.png,1.9,9
05-15_00160_P0030953.png,1.9,6
05-15_00161_P0030686.png,2.0,7
05-15_00161_P0030695.png,0.1,6
05-15_00161_P0030859.png,1.1,6
05-15_00161_P0030953.png,0.5,8
05-15_00162_P0030686.png,2.0,8
05-15_00162_P0030695.png,0.7,5
05-15_00162_P0030859.png,0.7,9
05-15_00162_P0030953.png,0.3,11
05-15_00163_P0030686.png,0.1,5
05-15_00163_P0030695.png,1.1,5
05-15_00163_P0030859.png,0.9,9
05-15_00163_P0030953.png,0.3,13
05-15_00164_P0030686.png,0.1,4
05-15_00164_P0030859.png,0.4,7
05-15_00164_P0030953.png,0.1,9
05-15_00165_P0030859.png,0.4,4
05-15_00166_P0030859.png,1.2,6
05-15_00167_P0030859.png,1.6,6
05-15_00171_P0030686.png,0.1,8
05-15_00173_P0030695.png,1.4,6
05-15_00173_P0030792.png,0.1,4
05-15_00174_P0030686.png,0.7,5
05-15_00174_P0030695.png,1.4,7
05-15_00174_P0030792.png,0.1,5
05-15_00175_P0030686.png,1.3,10
05-15_00175_P0030695.png,2.1,7
05-15_00175_P0030792.png,0.1,7
05-15_00175_P0030859.png,3.6,10
05-15_00176_P0030686.png,2.5,11
05-15_00176_P0030695.png,3.4,9
05-15_00176_P0030792.png,0.1,8
05-15_00176_P0030859.png,1.9,9
05-15_00177_P0030686.png,3.3,10
05-15_00177_P0030695.png,1.9,10
05-15_00177_P0030792.png,0.7,6
05-15_00177_P0030859.png,1.0,10
05-15_00177_P0030953.png,1.9,7
05-15_00178_P0030686.png,2.0,10
05-15_00178_P0030695.png,1.0,9
05-15_00178_P0030859.png,1.2,9
05-15_00178_P0030943.png,0.1,8
05-15_00178_P0030953.png,1.8,11
05-15_00179_P0030686.png,0.7,11
05-15_00179_P0030695.png,2.3,9
05-15_00179_P0030859.png,1.5,8
05-15_00179_P0030943.png,0.2,11
05-15_00179_P0030953.png,0.6,13
05-15_00180_P0030686.png,2.1,9
05-15_00180_P0030695.png,2.3,9
05-15_00180_P0030943.png,1.2,11
05-15_00180_P0030953.png,0.9,7
05-15_00181_P0030686.png,2.0,6
05-15_00181_P0030695.png,0.1,4
05-15_00181_P0030953.png,1.3,5
05-15_00182_P0030686.png,1.3,6
05-15_00182_P0030695.png,0.5,8
05-15_00182_P0030953.png,0.6,9
05-15_00183_P0030686.png,1.3,7
05-15_00183_P0030695.png,1.1,6
05-15_00183_P0030953.png,0.2,11
05-15_00184_P0030686.png,0.1,6
05-15_00184_P0030695.png,1.1,4
05-15_00184_P0030859.png,1.2,7
05-15_00184_P0030953.png,0.2,10
05-15_00185_P0030686.png,0.1,7
05-15_00185_P0030695.png,0.4,4
05-15_00185_P0030859.png,0.3,8
05-15_00185_P0030953.png,0.2,9
05-15_00190_P0030792.png,1.2,11
05-15_00191_P0030792.png,1.5,8
05-15_00192_P0030792.png,1.6,7
05-15_00193_P0030686.png,0.1,6
05-15_00193_P0030695.png,0.1,5
05-15_00193_P0030792.png,1.8,7
05-15_00194_P0030686.png,1.2,5
05-15_00194_P0030695.png,1.5,8
05-15_00194_P0030792.png,0.2,5
05-15_00195_P0030686.png,2.0,7
05-15_00195_P0030695.png,1.5,9
05-15_00195_P0030792.png,0.6,6
05-15_00196_P0030686.png,1.0,10
05-15_00196_P0030695.png,1.7,6
05-15_00196_P0030792.png,1.0,10
05-15_00197_P0030686.png,1.8,10
05-15_00197_P0030695.png,3.4,9
05-15_00197_P0030792.png,0.1,7
05-15_00198_P0030686.png,3.1,11
05-15_00198_P0030695.png,2.5,11
05-15_00198_P0030792.png,0.1,7
05-15_00198_P0030953.png,2.0,6
05-15_00199_P0030686.png,2.8,10
05-15_00199_P0030695.png,0.7,9
05-15_00199_P0030792.png,1.1,8
05-15_00199_P0030953.png,1.4,8
05-15_00200_P0030686.png,1.1,8
05-15_00200_P0030695.png,2.5,6
05-15_00200_P0030953.png,0.2,9
05-15_00201_P0030686.png,1.7,5
05-15_00201_P0030695.png,3.5,7
05-15_00201_P0030953.png,1.9,6
05-15_00202_P0030686.png,2.1,6
05-15_00202_P0030695.png,2.7,9
05-15_00202_P0030953.png,2.4,5
05-15_00203_P0030686.png,1.6,7
05-15_00203_P0030695.png,0.9,6
05-15_00203_P0030953.png,0.7,5
05-15_00204_P0030686.png,1.6,7
05-15_00204_P0030695.png,1.4,7
05-15_00204_P0030953.png,0.2,7
05-15_00205_P0030686.png,0.1,6
05-15_00205_P0030695.png,1.7,7
05-15_00205_P0030953.png,0.6,10
05-15_00206_P0030686.png,0.1,8
05-15_00206_P0030695.png,1.1,8
05-15_00206_P0030953.png,0.6,10
05-15_00211_P0030792.png,1.0,10
05-15_00212_P0030792.png,1.4,4
05-15_00213_P0030792.png,1.3,6
05-15_00214_P0030686.png,0.4,5
05-15_00214_P0030695.png,0.1,5
05-15_00214_P0030792.png,1.0,7
05-15_00215_P0030686.png,1.6,4
05-15_00215_P0030695.png,1.2,8
05-15_00215_P0030792.png,0.4,10
05-15_00216_P0030686.png,2.1,6
05-15_00216_P0030695.png,1.3,8
05-15_00216_P0030792.png,0.9,11
05-15_00217_P0030686.png,0.8,8
05-15_00217_P0030695.png,1.4,8
05-15_00217_P0030792.png,0.8,9
05-15_00218_P0030686.png,1.5,8
05-15_00218_P0030695.png,2.6,8
05-15_00218_P0030792.png,0.1,9
05-15_00219_P0030686.png,3.9,12
05-15_00219_P0030695.png,2.8,10
05-15_00219_P0030792.png,0.2,10
05-15_00219_P0030953.png,3.3,11
05-15_00220_P0030686.png,2.7,9
05-15_00220_P0030695.png,1.4,9
05-15_00220_P0030792.png,0.9,9
05-15_00220_P0030953.png,2.4,11
05-15_00221_P0030686.png,0.5,7
05-15_00221_P0030695.png,2.0,9
05-15_00221_P0030953.png,0.8,6
05-15_00222_P0030686.png,1.9,9
05-15_00222_P0030695.png,3.4,9
05-15_00222_P0030953.png,1.9,6
05-15_00223_P0030686.png,2.5,11
05-15_00223_P0030695.png,3.1,11
05-15_00223_P0030953.png,3.2,8
05-15_00224_P0030686.png,2.1,8
05-15_00224_P0030695.png,1.8,11
05-15_00224_P0030953.png,1.8,6
05-15_00225_P0030686.png,1.5,6
05-15_00225_P0030695.png,2.2,9
05-15_00225_P0030953.png,1.5,7
05-15_00226_P0030686.png,0.1,7
05-15_00226_P0030695.png,2.1,9
05-15_00226_P0030953.png,2.9,11
05-15_00227_P0030686.png,0.1,7
05-15_00227_P0030953.png,1.9,9
05-15_00232_P0030792.png,0.2,7
05-15_00233_P0030792.png,0.6,5
05-15_00234_P0030695.png,0.6,10
05-15_00234_P0030792.png,0.9,7
05-15_00235_P0030686.png,1.0,3
05-15_00235_P0030695.png,0.1,7
05-15_00235_P0030792.png,0.9,5
05-15_00236_P0030686.png,0.9,5
05-15_00236_P0030695.png,1.3,9
05-15_00236_P0030792.png,0.6,10
05-15_00237_P0030686.png,1.5,5
05-15_00237_P0030695.png,1.4,9
05-15_00237_P0030792.png,1.1,10
05-15_00238_P0030686.png,1.4,7
05-15_00238_P0030695.png,2.0,11
05-15_00238_P0030792.png,1.0,8
05-15_00239_P0030686.png,2.0,10
05-15_00239_P0030695.png,2.8,9
05-15_00239_P0030792.png,0.1,7
05-15_00240_P0030686.png,3.3,11
05-15_00240_P0030695.png,1.9,9
05-15_00240_P0030792.png,0.6,9
05-15_00240_P0030953.png,3.3,7
05-15_00241_P0030686.png,1.8,9
05-15_00241_P0030695.png,1.2,6
05-15_00241_P0030953.png,3.1,7
05-15_00242_P0030686.png,0.1,7
05-15_00242_P0030695.png,1.6,10
05-15_00242_P0030953.png,1.6,7
05-15_00243_P0030686.png,1.4,8
05-15_00243_P0030695.png,1.5,5
05-15_00243_P0030953.png,1.9,8
05-15_00244_P0030686.png,2.0,8
05-15_00244_P0030695.png,1.1,9
05-15_00244_P0030953.png,2.2,7
05-15_00245_P0030686.png,1.8,7
05-15_00245_P0030695.png,1.1,6
05-15_00245_P0030953.png,1.0,8
05-15_00246_P0030686.png,1.2,7
05-15_00246_P0030695.png,1.5,6
05-15_00246_P0030953.png,1.8,11
05-15_00247_P0030686.png,0.1,8
05-15_00247_P0030695.png,2.4,8
05-15_00247_P0030953.png,3.3,11
05-15_00248_P0030686.png,0.1,5
05-15_00248_P0030953.png,2.1,8
05-15_00253_P0030792.png,0.2,8
05-15_00254_P0030792.png,0.1,8
05-15_00255_P0030695.png,0.1,8
05-15_00255_P0030792.png,0.3,9
05-15_00256_P0030686.png,0.8,3
05-15_00256_P0030695.png,0.1,7
05-15_00256_P0030792.png,1.5,8
05-15_00257_P0030686.png,0.5,6
05-15_00257_P0030695.png,1.4,8
05-15_00257_P0030792.png,1.3,9
05-15_00258_P0030686.png,3.2,8
05-15_00258_P0030695.png,1.3,7
05-15_00258_P0030792.png,1.9,11
05-15_00259_P0030686.png,3.2,12
05-15_00259_P0030695.png,2.0,9
05-15_00259_P0030792.png,1.3,6
05-15_00260_P0030686.png,2.0,10
05-15_00260_P0030695.png,3.2,10
05-15_00260_P0030792.png,0.1,6
05-15_00261_P0030686.png,2.9,11
05-15_00261_P0030695.png,2.5,12
05-15_00261_P0030792.png,0.6,10
05-15_00262_P0030695.png,1.9,10
05-15_00263_P0030695.png,0.8,7
05-15_00264_P0030695.png,0.9,4
05-15_00265_P0030695.png,0.4,7
05-15_00266_P0030695.png,1.2,5
05-15_00267_P0030695.png,3.0,8
05-15_00268_P0030695.png,4.6,10
05-15_00269_P0030695.png,2.7,7
05-15_00274_P0030792.png,0.7,10
05-15_00275_P0030792.png,0.9,9
05-15_00276_P0030792.png,1.1,10
05-15_00277_P0030695.png,0.1,7
05-15_00277_P0030792.png,1.8,8
05-15_00278_P0030695.png,1.3,7
05-15_00278_P0030792.png,1.4,7
05-15_00279_P0030695.png,1.6,6
05-15_00279_P0030792.png,1.6,6
05-15_00280_P0030695.png,1.6,7
05-15_00280_P0030792.png,1.6,7
05-15_00281_P0030695.png,2.4,13
05-15_00281_P0030792.png,0.1,9
05-15_00282_P0030695.png,3.5,12
05-15_00282_P0030792.png,0.2,10
05-15_00283_P0030695.png,3.0,13
05-15_00284_P0030695.png,1.4,9
05-15_00295_P0030792.png,1.7,7
05-15_00296_P0030792.png,1.4,5
05-15_00297_P0030792.png,1.5,9
05-15_00298_P0030792.png,2.0,11
05-15_00299_P0030792.png,1.6,10
05-15_00300_P0030792.png,0.7,6
05-15_00301_P0030792.png,0.7,5
05-15_00302_P0030792.png,0.1,6
05-15_00303_P0030792.png,0.1,3
05-15_00304_P0030792.png,1.7,6
05-26_00031_P0034282.png,7.9,8
05-26_00034_P0034282.png,7.7,7
05-26_00035_P0034282.png,5.3,5
05-26_00036_P0034282.png,1.0,9
05-26_00037_P0034282.png,0.7,8
05-26_00038_P0034282.png,0.8,5
05-26_00039_P0034282.png,0.8,8
05-26_00053_P0034282.png,9.0,8
05-26_00054_P0034282.png,4.2,7
05-26_00055_P0034282.png,5.2,9
05-26_00056_P0034282.png,4.4,8
05-26_00057_P0034282.png,2.1,9
05-26_00058_P0034282.png,1.1,10
05-26_00059_P0034282.png,1.4,10
05-26_00060_P0034282.png,1.2,11
05-26_00074_P0034282.png,8.9,10
05-26_00075_P0034282.png,2.4,11
05-26_00076_P0034282.png,2.5,9
05-26_00077_P0034282.png,4.5,7
05-26_00078_P0034282.png,2.9,7
05-26_00079_P0034282.png,1.0,9
05-26_00080_P0034282.png,1.0,10
05-26_00081_P0034282.png,1.0,10
05-26_00095_P0034282.png,10.5,12
05-26_00096_P0034282.png,1.8,11
05-26_00097_P0034282.png,4.2,8
05-26_00098_P0034282.png,7.7,7
05-26_00099_P0034282.png,5.0,6
05-26_00100_P0034282.png,1.7,7
05-26_00101_P0034282.png,0.7,10
05-26_00102_P0034282.png,2.5,9
05-26_00116_P0034121.png,0.8,9
05-26_00116_P0034282.png,8.2,9
05-26_00117_P0034282.png,2.9,11
05-26_00118_P0034282.png,4.2,9
05-26_00119_P0034282.png,8.2,11
05-26_00120_P0034282.png,6.7,10
05-26_00121_P0034282.png,3.5,8
05-26_00122_P0034282.png,4.6,9
05-26_00123_P0034282.png,8.1,11
05-26_00129_P0034121.png,3.2,12
05-26_00130_P0034121.png,4.6,9
05-26_00131_P0034121.png,5.9,13
05-26_00132_P0034121.png,4.7,8
05-26_00133_P0034121.png,3.2,12
05-26_00134_P0034121.png,2.5,8
05-26_00135_P0034121.png,1.8,6
05-26_00136_P0034121.png,0.5,5
05-26_00137_P0034121.png,1.0,10
05-26_00137_P0034282.png,10.2,12
05-26_00138_P0034282.png,6.0,10
05-26_00139_P0034282.png,6.4,15
05-26_00140_P0034282.png,7.3,12
05-26_00141_P0034282.png,8.1,11
05-26_00142_P0034282.png,3.8,10
05-26_00150_P0034121.png,3.1,9
05-26_00151_P0034121.png,3.3,7
05-26_00152_P0034121.png,3.8,12
05-26_00153_P0034121.png,4.6,8
05-26_00154_P0034121.png,3.8,12
05-26_00155_P0034016.png,0.3,6
05-26_00155_P0034121.png,3.6,10
05-26_00156_P0034016.png,4.7,10
05-26_00156_P0034121.png,2.9,7
05-26_00157_P0034016.png,5.0,12
05-26_00157_P0034121.png,0.7,7
05-26_00158_P0034016.png,4.7,13
05-26_00158_P0034121.png,1.1,11
05-26_00158_P0034282.png,6.5,11
05-26_00159_P0034016.png,11.1,11
05-26_00159_P0034121.png,3.7,10
05-26_00159_P0034282.png,4.8,9
05-26_00160_P0034016.png,11.3,10
05-26_00160_P0034282.png,4.2,13
05-26_00161_P0034016.png,4.2,9
05-26_00161_P0034282.png,4.6,8
05-26_00162_P0034016.png,0.9,8
05-26_00162_P0034282.png,4.3,7
05-26_00163_P0034016.png,3.1,8
05-26_00164_P0034016.png,5.9,12
05-26_00165_P0034016.png,4.7,17
05-26_00166_P0034016.png,1.6,14
05-26_00167_P0034016.png,0.5,6
05-26_00171_P0034121.png,1.7,10
05-26_00172_P0034121.png,1.3,13
05-26_00173_P0034121.png,2.8,13
05-26_00174_P0034121.png,4.9,10
05-26_00175_P0034121.png,4.8,13
05-26_00176_P0034016.png,0.3,6
05-26_00176_P0034121.png,3.2,11
05-26_00177_P0034016.png,2.8,8
05-26_00177_P0034121.png,3.1,9
05-26_00178_P0034016.png,3.0,8
05-26_00178_P0034121.png,0.9,8
05-26_00179_P0034016.png,4.7,11
05-26_00179_P0034121.png,3.1,10
05-26_00180_P0034016.png,10.1,12
05-26_00180_P0034121.png,6.1,7
05-26_00181_P0034016.png,8.8,10
05-26_00182_P0034016.png,3.3,8
05-26_00183_P0034016.png,3.2,10
05-26_00184_P0034016.png,2.9,5
05-26_00185_P0034016.png,4.7,9
05-26_00186_P0034016.png,6.5,15
05-26_00187_P0034016.png,1.5,16
05-26_00188_P0034016.png,0.6,6
05-26_00192_P0034121.png,2.5,9
05-26_00193_P0034121.png,1.0,17
05-26_00194_P0034121.png,1.2,19
05-26_00195_P0034121.png,4.6,9
05-26_00196_P0034121.png,4.3,8
05-26_00197_P0034016.png,0.3,7
05-26_00197_P0034121.png,5.3,9
05-26_00198_P0034016.png,4.3,7
05-26_00198_P0034121.png,5.2,9
05-26_00199_P0034016.png,5.4,5
05-26_00199_P0034121.png,0.7,7
05-26_00200_P0034016.png,7.3,10
05-26_00200_P0034121.png,3.0,10
05-26_00201_P0034016.png,12.0,13
05-26_00201_P0034121.png,4.4,9
05-26_00202_P0034016.png,11.0,13
05-26_00203_P0034016.png,3.9,14
05-26_00204_P0034016.png,5.8,13
05-26_00205_P0034016.png,5.7,8
05-26_00206_P0034016.png,5.4,12
05-26_00207_P0034016.png,5.2,13
05-26_00208_P0034016.png,1.5,13
05-26_00209_P0034016.png,0.7,9
05-26_00213_P0034121.png,6.5,13
05-26_00214_P0034121.png,2.7,16
05-26_00215_P0034121.png,4.9,15
05-26_00216_P0034121.png,7.6,10
05-26_00217_P0034121.png,5.3,10
05-26_00218_P0034016.png,1.8,5
05-26_00218_P0034121.png,4.6,8
05-26_00219_P0034016.png,6.3,5
05-26_00219_P0034121.png,4.6,8
05-26_00220_P0034016.png,7.7,12
05-26_00220_P0034121.png,0.8,8
05-26_00221_P0034016.png,6.3,15
05-26_00221_P0034121.png,0.9,10
05-26_00222_P0034016.png,10.8,13
05-26_00222_P0034121.png,3.2,11
05-26_00223_P0034016.png,10.0,17
05-26_00224_P0034016.png,3.6,17
05-26_00225_P0034016.png,3.6,11
05-26_00226_P0034016.png,4.3,12
05-26_00227_P0034016.png,5.6,14
05-26_00228_P0034016.png,5.3,9
05-26_00229_P0034016.png,1.8,13
05-26_00230_P0034016.png,0.7,10
05-26_00235_P0034121.png,4.6,10
05-26_00236_P0034121.png,5.0,6
05-26_00237_P0034121.png,6.2,9
05-26_00238_P0034121.png,4.3,9
05-26_00239_P0034016.png,3.8,8
05-26_00239_P0034121.png,0.9,8
05-26_00240_P0034016.png,6.2,10
05-26_00241_P0034016.png,7.9,13
05-26_00242_P0034016.png,7.6,17
05-26_00243_P0034016.png,9.2,13
05-26_00244_P0034016.png,9.3,18
05-26_00245_P0034016.png,2.8,14
05-26_00246_P0034016.png,2.8,13
05-26_00247_P0034016.png,5.2,10
05-26_00248_P0034016.png,7.7,14
05-26_00249_P0034016.png,5.1,9
05-26_00260_P0034016.png,2.1,7
05-26_00261_P0034016.png,3.9,10
06-05_00024_P0037822.png,9.4,10
06-05_00025_P0037822.png,17.6,9
06-05_00026_P0037822.png,19.7,7
06-05_00027_P0037822.png,10.5,7
06-05_00028_P0037822.png,1.7,6
06-05_00028_P0037991.png,5.0,7
06-05_00029_P0037822.png,7.7,4
06-05_00029_P0037991.png,9.3,5
06-05_00030_P0037822.png,11.8,7
06-05_00030_P0037991.png,11.8,3
06-05_00031_P0037822.png,10.2,10
06-05_00031_P0037991.png,7.7,3
06-05_00032_P0037822.png,7.6,8
06-05_00032_P0037991.png,4.4,10
06-05_00033_P0037822.png,4.3,9
06-05_00033_P0037991.png,4.8,7
06-05_00034_P0037991.png,3.2,8
06-05_00035_P0037991.png,3.1,6
06-05_00039_P0037991.png,1.7,5
06-05_00040_P0037991.png,0.5,2
06-05_00045_P0037822.png,11.7,13
06-05_00046_P0037822.png,20.2,10
06-05_00047_P0037822.png,18.8,10
06-05_00048_P0037822.png,8.7,8
06-05_00049_P0037822.png,6.0,6
06-05_00049_P0037991.png,8.4,10
06-05_00050_P0037822.png,7.1,4
06-05_00050_P0037991.png,12.7,9
06-05_00051_P0037822.png,10.6,8
06-05_00051_P0037991.png,16.0,8
06-05_00052_P0037822.png,10.4,10
06-05_00052_P0037991.png,12.3,8
06-05_00053_P0037822.png,4.3,11
06-05_00053_P0037991.png,14.2,18
06-05_00054_P0037822.png,2.5,7
06-05_00054_P0037991.png,8.6,11
06-05_00055_P0037991.png,3.8,11
06-05_00056_P0037991.png,3.3,8
06-05_00057_P0037991.png,7.5,10
06-05_00058_P0037991.png,9.9,10
06-05_00059_P0037991.png,8.1,9
06-05_00060_P0037991.png,5.2,10
06-05_00061_P0037991.png,1.5,6
06-05_00066_P0037822.png,13.5,13
06-05_00067_P0037822.png,19.5,13
06-05_00068_P0037822.png,16.4,10
06-05_00069_P0037822.png,9.6,11
06-05_00070_P0037822.png,10.4,8
06-05_00070_P0037991.png,7.5,10
06-05_00071_P0037822.png,8.2,6
06-05_00071_P0037991.png,10.9,7
06-05_00072_P0037822.png,9.8,7
06-05_00072_P0037991.png,14.4,6
06-05_00073_P0037822.png,13.7,9
06-05_00073_P0037991.png,11.9,10
06-05_00074_P0037822.png,6.4,13
06-05_00074_P0037991.png,10.1,14
06-05_00075_P0037822.png,3.1,8
06-05_00075_P0037991.png,8.6,7
06-05_00076_P0037991.png,4.5,12
06-05_00077_P0037991.png,3.7,9
06-05_00078_P0037991.png,6.9,14
06-05_00079_P0037991.png,8.9,19
06-05_00080_P0037991.png,6.7,13
06-05_00081_P0037991.png,4.8,10
06-05_00082_P0037991.png,3.4,8
06-05_00087_P0037822.png,13.1,15
06-05_00088_P0037822.png,18.9,13
06-05_00089_P0037822.png,25.3,11
06-05_00090_P0037822.png,11.6,9
06-05_00090_P0038051.png,5.8,4
06-05_00091_P0037822.png,16.7,11
06-05_00091_P0037991.png,3.1,9
06-05_00091_P0038051.png,4.3,6
06-05_00092_P0037822.png,11.2,9
06-05_00092_P0037991.png,7.3,8
06-05_00092_P0038051.png,6.6,7
06-05_00093_P0037822.png,10.9,9
06-05_00093_P0037991.png,15.1,9
06-05_00093_P0038051.png,8.8,4
06-05_00094_P0037822.png,12.5,10
06-05_00094_P0037991.png,11.2,12
06-05_00094_P0038051.png,8.8,4
06-05_00095_P0037822.png,4.7,12
06-05_00095_P0037991.png,8.8,16
06-05_00095_P0038051.png,1.1,4
06-05_00096_P0037822.png,2.9,7
06-05_00096_P0037991.png,13.8,9
06-05_00097_P0037991.png,5.5,11
06-05_00098_P0037991.png,6.3,11
06-05_00098_P0038051.png,0.7,5
06-05_00099_P0037991.png,9.5,10
06-05_00100_P0037991.png,9.9,13
06-05_00101_P0037991.png,6.0,11
06-05_00102_P0037991.png,2.4,7
06-05_00103_P0037991.png,4.0,9
06-05_00108_P0037822.png,12.6,15
06-05_00109_P0037822.png,19.7,11
06-05_00110_P0037822.png,16.6,11
06-05_00111_P0037822.png,7.3,9
06-05_00111_P0038051.png,15.4,7
06-05_00112_P0037822.png,9.0,8
06-05_00112_P0038051.png,13.4,12
06-05_00113_P0037822.png,12.7,12
06-05_00113_P0037991.png,5.7,9
06-05_00113_P0038051.png,12.6,8
06-05_00114_P0037822.png,13.0,12
06-05_00114_P0037991.png,13.1,10
06-05_00114_P0038051.png,16.3,5
06-05_00115_P0037822.png,11.2,10
06-05_00115_P0037991.png,11.0,8
06-05_00115_P0038051.png,8.5,4
06-05_00116_P0037822.png,3.7,11
06-05_00116_P0037991.png,11.6,14
06-05_00116_P0038051.png,2.9,7
06-05_00117_P0037822.png,2.1,8
06-05_00117_P0037991.png,14.8,10
06-05_00117_P0038051.png,5.2,8
06-05_00118_P0037991.png,6.1,12
06-05_00118_P0038051.png,4.1,7
06-05_00119_P0037991.png,7.6,12
06-05_00119_P0038051.png,3.1,6
06-05_00120_P0037991.png,10.0,10
06-05_00121_P0037991.png,9.8,9
06-05_00122_P0037991.png,6.4,10
06-05_00123_P0037991.png,5.4,10
06-05_00124_P0037991.png,8.9,9
06-05_00129_P0037822.png,15.4,12
06-05_00130_P0037822.png,24.2,10
